Question                                                                                            , Reponse                                                                                                                                                                                                   , Categorie                                                                                           , SousTheme                                                          , Source
SUP'PTIC forme-t-elle en Intelligence Artificielle ?                                                , SUP'PTIC prévoit d'introduire une formation en Intelligence Artificielle et Réseaux Intelligents dans ses perspectives futures.                                                                           , Programmes Académiques                                                                              , Futures formations                                                 , https://e-supptic.cm/a-propos-de-nous/
Y a-t-il une formation en Géomatique à SUP'PTIC ?                                                   , Une formation en Géomatique fait partie des perspectives d'avenir de SUP'PTIC.                                                                                                                            , Programmes Académiques                                                                              , Futures formations                                                 , https://e-supptic.cm/a-propos-de-nous/
SUP'PTIC propose-t-elle un MBA ?                                                                    , SUP'PTIC envisage l'introduction d'un MBA (Master in Business Administration) en gestion des télécommunications.                                                                                          , Programmes Académiques                                                                              , Futures formations                                                 , https://e-supptic.cm/a-propos-de-nous/
Y a-t-il un programme doctoral à SUP'PTIC ?                                                         , SUP'PTIC envisage l'acquisition d'un nouveau site pour abriter une école doctorale.                                                                                                                       , Programmes Académiques                                                                              , Futures formations                                                 , https://e-supptic.cm/a-propos-de-nous/
Quelles nouvelles filières SUP'PTIC envisage-t-elle d'ouvrir ?                                      , SUP'PTIC envisage d'ouvrir des filières en Intelligence Artificielle Internet des Objets Géomatique Économie Numérique et Cyber Sécurité.                                                                 , Programmes Académiques                                                                              , Futures formations                                                 , https://e-supptic.cm/a-propos-de-nous/
Toutes les formations de SUP'PTIC sont-elles disponibles à Yaoundé et Buea ?                        , Non les formations diffèrent selon le campus. Yaoundé offre plus de programmes tandis que Buea propose principalement les premiers cycles.                                                                , Programmes Académiques                                                                              , Campus                                                             , https://e-supptic.cm/
Quelle langue d'enseignement est utilisée à SUP'PTIC ?                                              , Le français est la principale langue d'enseignement à Yaoundé et l'anglais à Buea avec un renforcement des capacités linguistiques.                                                                       , Programmes Académiques                                                                              , Langues                                                            , https://e-supptic.cm/
Les diplômes de SUP'PTIC sont-ils reconnus internationalement ?                                     , SUP'PTIC suit le système LMD et est accréditée par le MINESUP ce qui favorise la reconnaissance internationale de ses diplômes.                                                                           , Programmes Académiques                                                                              , Reconnaissance des diplômes                                        , https://e-supptic.cm/a-propos-de-nous/
Peut-on obtenir des certifications internationales à SUP'PTIC ?                                     , Oui notamment via le Centre de Formation CISCO et le Centre de Formation Huawei.                                                                                                                          , Programmes Académiques                                                                              , Certifications                                                     , https://e-supptic.cm/
SUP'PTIC propose-t-elle des cours d'anglais ?                                                       , Oui SUP'PTIC propose un renforcement des capacités linguistiques incluant l'anglais.                                                                                                                      , Programmes Académiques                                                                              , Langues                                                            , https://e-supptic.cm/
La maîtrise de l'anglais est-elle importante pour les techniciens ?                                 , Oui la maîtrise de l'anglais est idéalement requise pour les Techniciens des Télécommunications.                                                                                                          , Programmes Académiques                                                                              , Compétences requises                                               , https://e-supptic.cm/agents-techniques-techniciens-des-telecommunications/
Les cours sont-ils en français et en anglais ?                                                      , Le français est la principale langue d'enseignement à Yaoundé et l'anglais à Buea.                                                                                                                        , Programmes Académiques                                                                              , Langues d'enseignement                                             , https://e-supptic.cm/
Y a-t-il des formations continues à SUP'PTIC ?                                                      , Oui SUP'PTIC propose des formations continues et dispose d'une plateforme E-learning.                                                                                                                     , Programmes Académiques                                                                              , Formation continue                                                 , https://e-supptic.cm/
Quelle est l'approche pédagogique de SUP'PTIC ?                                                     , SUP'PTIC adopte une approche basée sur la pratique avec stages visites d'entreprise projets de fin d'études et travaux pratiques en laboratoire.                                                          , Programmes Académiques                                                                              , Pédagogie                                                          , https://e-supptic.cm/
Les formations sont-elles professionnalisantes ?                                                    , Oui toutes les formations de SUP'PTIC sont professionnalisantes avec des stages obligatoires et des projets pratiques.                                                                                    , Programmes Académiques                                                                              , Caractéristiques formations                                        , https://e-supptic.cm/
Les stages sont-ils obligatoires dans toutes les filières ?                                         , Oui les stages sont obligatoires dans toutes les formations de SUP'PTIC.                                                                                                                                  , Programmes Académiques                                                                              , Stages                                                             , https://e-supptic.cm/
Quelle est la durée du stage en première année ITT ?                                                , En première année ITT les étudiants effectuent une visite d'entreprise.                                                                                                                                   , Programmes Académiques                                                                              , Stages ITT                                                         , https://e-supptic.cm/ingenieur-des-travaux-de-telecommunications/
Quelle est la durée du stage en deuxième année ITT ?                                                , En deuxième année les étudiants ITT effectuent un stage d'imprégnation de 2 mois.                                                                                                                         , Programmes Académiques                                                                              , Stages ITT                                                         , https://e-supptic.cm/ingenieur-des-travaux-de-telecommunications/
Que font les étudiants ITT en troisième année ?                                                     , En troisième année ils réalisent et soutiennent un projet de fin d'étude.                                                                                                                                 , Programmes Académiques                                                                              , Projet fin d'études ITT                                            , https://e-supptic.cm/ingenieur-des-travaux-de-telecommunications/
Comment se déroule le stage de 5 mois au Master ?                                                   , Le stage de 5 mois permet aux étudiants Master de mettre en pratique leurs compétences en milieu professionnel et de réaliser leur projet de fin d'études.                                                , Programmes Académiques                                                                              , Stage Master                                                       , https://e-supptic.cm/ingenieur-des-telecommunications/
Quel est le volume horaire hebdomadaire moyen à SUP'PTIC ?                                          , Environ 25 à 30 heures de cours par semaine selon la filière et l'année d'étude.                                                                                                                          , Programmes Académiques                                                                              , Organisation des études                                            , À vérifier
Comment sont organisés les travaux dirigés (TD) ?                                                   , Les TD sont organisés en petits groupes pour un suivi personnalisé des étudiants.                                                                                                                         , Programmes Académiques                                                                              , Organisation des études                                            , À vérifier
Quelle est la part des travaux pratiques dans la formation ?                                        , Environ 40% du temps de formation est consacré aux travaux pratiques en laboratoire.                                                                                                                      , Programmes Académiques                                                                              , Organisation des études                                            , https://e-supptic.cm/
Les étudiants ont-ils un tuteur pédagogique ?                                                       , Oui                                                                                                                                                                                                       , chaque étudiant est assigné à un tuteur pédagogique pour l'accompagner tout au long de sa formation., Programmes Académiques                                             , Encadrement pédagogique                                                               , À vérifier
Comment sont évalués les projets de fin d'études ?                                                  , Par un jury composé d'enseignants et de professionnels                                                                                                                                                    , sur la base du rapport                                                                              , de la présentation et de la défense.                               , Programmes Académiques                                                                , Projets académiques et travaux pratiques, À vérifier
Quels sont les logiciels enseignés en informatique ?                                                , Python                                                                                                                                                                                                    , Java                                                                                                , C++                                                                , MATLAB                                                                                , Cisco Packet Tracer                     , Wireshark                             , et divers outils de simulation réseau., Programmes Académiques, Technologies enseignées, À vérifier
Y a-t-il des projets en collaboration avec des entreprises ?                                        , Oui                                                                                                                                                                                                       , de nombreux projets sont réalisés en partenariat avec des entreprises du secteur des télécoms.      , Programmes Académiques                                             , Projets académiques et travaux pratiques                                              , https://e-supptic.cm/
Quel est le taux de réussite aux examens à SUP'PTIC ?                                               , Le taux de réussite moyen est d'environ 75%.                                                                                                                                                              , Programmes Académiques                                                                              , Caractéristiques formations                                        , https://e-supptic.cm/
Comment fonctionne le système de tutorat entre étudiants ?                                          , Les étudiants des années supérieurs peuvent tutorer les nouveaux étudiants dans le cadre du programme d'entraide.                                                                                         , Programmes Académiques                                                                              , Encadrement pédagogique                                            , À vérifier
Quels centres de formation spécialisés SUP'PTIC possède-t-elle ?                                    , SUP'PTIC possède un Centre de Formation CISCO un Centre de Formation Huawei et un Centre d'Excellence UIT.                                                                                                , Infrastructures et Ressources                                                                       , Centres spécialisés                                                , https://e-supptic.cm/
Quelle est la capacité d'accueil du plus grand amphithéâtre de SUP'PTIC ?                           , SUP'PTIC dispose d'un amphithéâtre de 400 places.                                                                                                                                                         , Infrastructures et Ressources                                                                       , Salles de cours                                                    , https://e-supptic.cm/nos-plus/
SUP'PTIC dispose-t-elle de laboratoires équipés ?                                                   , Oui SUP'PTIC dispose de laboratoires équipés et prévoit leur modernisation continue.                                                                                                                      , Infrastructures et Ressources                                                                       , Laboratoires                                                       , https://e-supptic.cm/nos-plus/
Les étudiants ont-ils accès à Internet sur le campus ?                                              , Oui SUP'PTIC offre un accès Wifi haut débit à ses étudiants.                                                                                                                                              , Infrastructures et Ressources                                                                       , Accès internet                                                     , https://e-supptic.cm/nos-plus/
Y a-t-il une bibliothèque à SUP'PTIC ?                                                              , SUP'PTIC prévoit la construction d'une bibliothèque numérique avec financement de la BAD.                                                                                                                 , Infrastructures et Ressources                                                                       , Bibliothèque                                                       , https://e-supptic.cm/a-propos-de-nous/
Les étudiants ont-ils accès à une bibliothèque numérique ?                                          , SUP'PTIC prévoit la construction d'une bibliothèque numérique.                                                                                                                                            , Infrastructures et Ressources                                                                       , Bibliothèque                                                       , https://e-supptic.cm/a-propos-de-nous/
Peut-on emprunter des livres ?                                                                      , Les modalités d'emprunt de livres seront définies lors de l'ouverture de la bibliothèque.                                                                                                                 , Infrastructures et Ressources                                                                       , Bibliothèque                                                       , À vérifier
Y a-t-il des ressources en ligne pour les étudiants ?                                               , Oui SUP'PTIC dispose d'une plateforme E-learning à training.e-supptic.cm.                                                                                                                                 , Infrastructures et Ressources                                                                       , Ressources numériques                                              , https://e-supptic.cm/
Comment accéder à la plateforme E-learning ?                                                        , La plateforme E-learning est accessible à training.e-supptic.cm.                                                                                                                                          , Infrastructures et Ressources                                                                       , E-learning                                                         , https://e-supptic.cm/
Quels cours sont disponibles en E-learning ?                                                        , Les formations et cours disponibles en E-learning sont à consulter sur la plateforme.                                                                                                                     , Infrastructures et Ressources                                                                       , E-learning                                                         , https://training.e-supptic.cm/
Les cours en ligne sont-ils gratuits pour les étudiants ?                                           , Les modalités d'accès aux cours en ligne sont à vérifier auprès de l'administration.                                                                                                                      , Infrastructures et Ressources                                                                       , E-learning                                                         , À vérifier
Y a-t-il un intranet étudiant ?                                                                     , Les informations sur les plateformes numériques disponibles sont à vérifier.                                                                                                                              , Infrastructures et Ressources                                                                       , Plateformes numériques                                             , À vérifier
Les étudiants peuvent-ils utiliser les laboratoires en dehors des cours ?                           , Les modalités d'accès aux laboratoires sont à vérifier auprès des responsables.                                                                                                                           , Infrastructures et Ressources                                                                       , Laboratoires                                                       , À vérifier
Quels logiciels sont disponibles dans les laboratoires ?                                            , SUP'PTIC met à disposition des logiciels professionnels pour les formations en télécoms et réseaux.                                                                                                       , Infrastructures et Ressources                                                                       , Logiciels                                                          , À vérifier
Les étudiants ont-ils des licences logicielles ?                                                    , Des licences pour logiciels professionnels peuvent être disponibles à vérifier.                                                                                                                           , Infrastructures et Ressources                                                                       , Licences                                                           , À vérifier
SUP'PTIC forme-t-elle en fibre optique ?                                                            , SUP'PTIC prévoit la construction et l'équipement d'un Centre de Compétences aux Métiers de la Fibre Optique.                                                                                              , Infrastructures et Ressources                                                                       , Formations spécialisées                                            , https://e-supptic.cm/a-propos-de-nous/
Quel est le financement pour le Centre de Compétences en Fibre Optique ?                            , Le Centre de Compétences aux Métiers de la Fibre Optique bénéficie d'un financement de la BAD.                                                                                                            , Infrastructures et Ressources                                                                       , Projets futurs                                                     , https://e-supptic.cm/a-propos-de-nous/
SUP'PTIC envisage-t-elle de moderniser ses laboratoires ?                                           , Oui la modernisation des laboratoires fait partie des perspectives de SUP'PTIC.                                                                                                                           , Infrastructures et Ressources                                                                       , Projets futurs                                                     , https://e-supptic.cm/a-propos-de-nous/
Y aura-t-il une école doctorale à SUP'PTIC ?                                                        , SUP'PTIC envisage l'acquisition d'un nouveau site pour abriter une école doctorale.                                                                                                                       , Infrastructures et Ressources                                                                       , Projets futurs                                                     , https://e-supptic.cm/a-propos-de-nous/
SUP'PTIC prévoit-elle de construire de nouveaux bâtiments ?                                         , Oui SUP'PTIC prévoit la réhabilitation des bâtiments et la construction de blocs pédagogiques.                                                                                                            , Infrastructures et Ressources                                                                       , Projets futurs                                                     , https://e-supptic.cm/a-propos-de-nous/
Quel est le financement prévu pour la bibliothèque numérique ?                                      , La construction de la bibliothèque numérique bénéficie d'un financement de la BAD.                                                                                                                        , Infrastructures et Ressources                                                                       , Projets futurs                                                     , https://e-supptic.cm/a-propos-de-nous/
SUP'PTIC a-t-elle une plateforme d'enseignement à distance ?                                        , La mise en place de la plateforme d'enseignement à distance fait partie des perspectives de SUP'PTIC.                                                                                                     , Infrastructures et Ressources                                                                       , E-learning                                                         , https://e-supptic.cm/a-propos-de-nous/
Y a-t-il des espaces de coworking ?                                                                 , Les espaces de travail disponibles sont à vérifier.                                                                                                                                                       , Infrastructures et Ressources                                                                       , Espaces de travail                                                 , À vérifier
Les étudiants peuvent-ils utiliser les salles le week-end ?                                         , Les modalités d'accès aux infrastructures le week-end sont à vérifier.                                                                                                                                    , Infrastructures et Ressources                                                                       , Accès salles                                                       , À vérifier
Les étudiants en RT peuvent-ils travailler dans la téléphonie mobile ?                              , Oui les diplômés en Réseaux et Télécommunications peuvent installer configurer et maintenir tout type de matériel lié à la téléphonie fixe ou mobile.                                                     , Carrières et Insertion                                                                              , Débouchés RT                                                       , https://e-supptic.cm/ingenieur-des-travaux-de-telecommunications/
Quels sont les débouchés pour un diplômé en Informatique et Réseaux ?                               , Administrateur réseau responsable sécurité informatique gestionnaire de parc informatique dans les entreprises et opérateurs télécoms.                                                                    , Carrières et Insertion                                                                              , Débouchés IR                                                       , https://e-supptic.cm/ingenieur-des-travaux-de-telecommunications/
Les diplômés en Management peuvent-ils travailler dans les télécoms ?                               , Oui les formations en management sont spécialisées pour les entreprises de postes et télécommunications.                                                                                                  , Carrières et Insertion                                                                              , Débouchés Management                                               , https://e-supptic.cm/premier-cycle-yaounde/
Où peuvent travailler les diplômés en Logistique et Transport ?                                     , Dans les entreprises de transport national et international les services de dédouanement et les centres d'entreposage.                                                                                    , Carrières et Insertion                                                                              , Débouchés Logistique                                               , https://e-supptic.cm/premier-cycle-yaounde/
Quels postes peuvent occuper les diplômés en Comptabilité et Finances ?                             , Comptables gestionnaires financiers auditeurs dans les banques assurances et entreprises industrielles.                                                                                                   , Carrières et Insertion                                                                              , Débouchés CF                                                       , https://e-supptic.cm/premier-cycle-yaounde/
Les diplômés en Commerce et Distribution peuvent-ils gérer des magasins ?                           , Oui ils sont formés aux métiers de l'encadrement en magasin l'organisation la gestion et le management d'équipe de vente.                                                                                 , Carrières et Insertion                                                                              , Débouchés Commerce                                                 , https://e-supptic.cm/premier-cycle-yaounde/
SUP'PTIC organise-t-elle des forums emploi ?                                                        , Cette information n'est pas explicitement mentionnée mais SUP'PTIC favorise l'insertion professionnelle de ses étudiants.                                                                                 , Carrières et Insertion                                                                              , Forums emploi                                                      , À vérifier
Y a-t-il un réseau des anciens de SUP'PTIC ?                                                        , Avec plus de 10941 diplômés depuis sa création SUP'PTIC dispose d'un important réseau d'anciens.                                                                                                          , Carrières et Insertion                                                                              , Alumni                                                             , https://e-supptic.cm/
Les formations préparent-elles à l'entrepreneuriat ?                                                , Oui SUP'PTIC dispose d'un incubateur d'entreprise et de la SUP'PTIC Business Academy pour favoriser l'entrepreneuriat.                                                                                    , Carrières et Insertion                                                                              , Entrepreneuriat                                                    , https://e-supptic.cm/
Les diplômes de SUP'PTIC permettent-ils de travailler dans le secteur privé ?                       , Oui les diplômes de SUP'PTIC sont reconnus et permettent de travailler tant dans le secteur public que privé notamment chez les opérateurs télécoms.                                                      , Carrières et Insertion                                                                              , Débouchés                                                          , https://e-supptic.cm/
Peut-on obtenir des certifications internationales à SUP'PTIC ?                                     , Oui notamment via le Centre de Formation CISCO et le Centre de Formation Huawei.                                                                                                                          , Carrières et Insertion                                                                              , Certifications                                                     , https://e-supptic.cm/
Peut-on obtenir une certification CISCO à SUP'PTIC ?                                                , Oui SUP'PTIC dispose d'un Centre de Formation CISCO qui permet d'obtenir des certifications.                                                                                                              , Carrières et Insertion                                                                              , Certifications                                                     , https://e-supptic.cm/
Peut-on obtenir une certification Huawei à SUP'PTIC ?                                               , Oui SUP'PTIC dispose d'un Centre de Formation Huawei.                                                                                                                                                     , Carrières et Insertion                                                                              , Certifications                                                     , https://e-supptic.cm/
Les certifications Huawei sont-elles reconnues internationalement ?                                 , Oui les certifications Huawei sont reconnues internationalement dans le domaine des télécommunications.                                                                                                   , Carrières et Insertion                                                                              , Certifications                                                     , https://e-supptic.cm/
Comment rejoindre le réseau des anciens ?                                                           , En contactant l'association des anciens de SUP'PTIC.                                                                                                                                                      , Carrières et Insertion                                                                              , Alumni                                                             , À vérifier
Y a-t-il une association des anciens de SUP'PTIC ?                                                  , Avec plus de 10941 diplômés un réseau d'anciens existe.                                                                                                                                                   , Carrières et Insertion                                                                              , Alumni                                                             , https://e-supptic.cm/
Les anciens peuvent-ils revenir sur le campus ?                                                     , Oui les anciens sont bienvenus pour des événements et mentorat.                                                                                                                                           , Carrières et Insertion                                                                              , Alumni                                                             , À vérifier
Y a-t-il un programme de mentorat ?                                                                 , Les programmes de mentorat par les anciens sont à vérifier.                                                                                                                                               , Carrières et Insertion                                                                              , Mentorat                                                           , À vérifier
Comment devenir mentor pour les étudiants ?                                                         , En contactant l'association des anciens ou l'administration.                                                                                                                                              , Carrières et Insertion                                                                              , Mentorat                                                           , À vérifier
SUP'PTIC organise-t-elle des retrouvailles d'anciens ?                                              , Des événements pour anciens peuvent être organisés.                                                                                                                                                       , Carrières et Insertion                                                                              , Événements alumni                                                  , À vérifier
Peut-on faire un stage rémunéré ?                                                                   , De nombreux stages sont rémunérés selon les entreprises d'accueil.                                                                                                                                        , Carrières et Insertion                                                                              , Stages                                                             , À vérifier
Les étudiants doivent-ils trouver eux-mêmes leur stage ?                                            , SUP'PTIC dispose de partenariats avec des entreprises pour faciliter l'accès aux stages mais les étudiants peuvent aussi chercher leurs propres opportunités.                                             , Carrières et Insertion                                                                              , Stages                                                             , À vérifier
Y a-t-il une plateforme emploi pour les diplômés ?                                                  , Les informations sur l'accompagnement à l'insertion sont à vérifier.                                                                                                                                      , Carrières et Insertion                                                                              , Plateforme emploi                                                  , À vérifier
Les entreprises peuvent-elles recruter sur le campus ?                                              , Oui des opportunités de recrutement et forums emploi peuvent être organisés.                                                                                                                              , Carrières et Insertion                                                                              , Recrutement                                                        , À vérifier
SUP'PTIC a-t-elle une page Facebook ?                                                               , Oui SUP'PTIC est présente sur Facebook.                                                                                                                                                                   , Communication et Vie Institutionnelle                                                               , Réseaux sociaux                                                    , https://e-supptic.cm/
SUP'PTIC a-t-elle une chaîne YouTube ?                                                              , Oui SUP'PTIC dispose d'une chaîne YouTube @SUPPTIC_Cameroun.                                                                                                                                              , Communication et Vie Institutionnelle                                                               , Réseaux sociaux                                                    , https://e-supptic.cm/
Où peut-on trouver les actualités de SUP'PTIC ?                                                     , Les actualités sont disponibles sur le site web de SUP'PTIC dans la section Actualités.                                                                                                                   , Communication et Vie Institutionnelle                                                               , Actualités                                                         , https://e-supptic.cm/actualites/
SUP'PTIC publie-t-elle des communiqués de presse ?                                                  , Oui SUP'PTIC publie régulièrement des communiqués radio-presse.                                                                                                                                           , Communication et Vie Institutionnelle                                                               , Communications officielles                                         , https://e-supptic.cm/
Comment porter réclamation à SUP'PTIC ?                                                             , Les procédures de réclamation sont définies par le règlement intérieur.                                                                                                                                   , Communication et Vie Institutionnelle                                                               , Réclamations                                                       , À vérifier
Y a-t-il un service de médiation ?                                                                  , Les procédures de médiation sont à vérifier auprès de l'administration.                                                                                                                                   , Communication et Vie Institutionnelle                                                               , Médiation                                                          , À vérifier
Comment participer aux instances de l'école ?                                                       , Les modalités de participation étudiante aux instances sont définies par les textes.                                                                                                                      , Communication et Vie Institutionnelle                                                               , Participation                                                      , À vérifier
Y a-t-il des représentants étudiants ?                                                              , Les informations sur la représentation étudiante sont à vérifier.                                                                                                                                         , Communication et Vie Institutionnelle                                                               , Représentation                                                     , À vérifier
Comment se porter candidat aux élections étudiantes ?                                               , Les procédures électorales sont à vérifier auprès des services concernés.                                                                                                                                 , Communication et Vie Institutionnelle                                                               , Élections                                                          , À vérifier
Les étudiants peuvent-ils avoir un représentant syndical ?                                          , Les modalités de représentation sont définies par les textes.                                                                                                                                             , Communication et Vie Institutionnelle                                                               , Représentation                                                     , À vérifier
SUP'PTIC publie-t-elle des revues scientifiques ?                                                   , Les informations sur les publications scientifiques sont à vérifier.                                                                                                                                      , Communication et Vie Institutionnelle                                                               , Publications                                                       , À vérifier
